report_id,row_id,col_id,cell_type,cell_formatted,sort_order,_sub_col_order
PUB-AE-BY-SOC,R0006,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),6,2
PUB-AE-BY-SOC,R0007,Placebo_n,INTEGER,1,7,1
PUB-AE-BY-SOC,R0007,Placebo_pct,PERCENTAGE,(1.2),7,2
PUB-AE-BY-SOC,R0007,Total_n,INTEGER,1,7,1
PUB-AE-BY-SOC,R0007,Total_pct,PERCENTAGE,(0.4),7,2
PUB-AE-BY-SOC,R0007,Xanomeline_High_Dose_n,INTEGER,0,7,1
PUB-AE-BY-SOC,R0007,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),7,2
PUB-AE-BY-SOC,R0007,Xanomeline_Low_Dose_n,INTEGER,0,7,1
PUB-AE-BY-SOC,R0007,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),7,2
PUB-AE-BY-SOC,R0008,Placebo_n,INTEGER,1,8,1
PUB-AE-BY-SOC,R0008,Placebo_pct,PERCENTAGE,(1.2),8,2
PUB-AE-BY-SOC,R0008,Total_n,INTEGER,2,8,1
PUB-AE-BY-SOC,R0008,Total_pct,PERCENTAGE,(0.8),8,2
PUB-AE-BY-SOC,R0008,Xanomeline_High_Dose_n,INTEGER,0,8,1
PUB-AE-BY-SOC,R0008,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),8,2
PUB-AE-BY-SOC,R0008,Xanomeline_Low_Dose_n,INTEGER,1,8,1
PUB-AE-BY-SOC,R0008,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),8,2
PUB-AE-BY-SOC,R0009,Placebo_n,INTEGER,0,9,1
PUB-AE-BY-SOC,R0009,Placebo_pct,PERCENTAGE,(0.0),9,2
PUB-AE-BY-SOC,R0009,Total_n,INTEGER,1,9,1
PUB-AE-BY-SOC,R0009,Total_pct,PERCENTAGE,(0.4),9,2
PUB-AE-BY-SOC,R0009,Xanomeline_High_Dose_n,INTEGER,1,9,1
PUB-AE-BY-SOC,R0009,Xanomeline_High_Dose_pct,PERCENTAGE,(1.2),9,2
PUB-AE-BY-SOC,R0009,Xanomeline_Low_Dose_n,INTEGER,0,9,1
PUB-AE-BY-SOC,R0009,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),9,2
PUB-AE-BY-SOC,R0010,Placebo_n,INTEGER,1,10,1
PUB-AE-BY-SOC,R0010,Placebo_pct,PERCENTAGE,(1.2),10,2
PUB-AE-BY-SOC,R0010,Total_n,INTEGER,1,10,1
PUB-AE-BY-SOC,R0010,Total_pct,PERCENTAGE,(0.4),10,2
PUB-AE-BY-SOC,R0010,Xanomeline_High_Dose_n,INTEGER,0,10,1
PUB-AE-BY-SOC,R0010,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),10,2
PUB-AE-BY-SOC,R0010,Xanomeline_Low_Dose_n,INTEGER,0,10,1
PUB-AE-BY-SOC,R0010,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),10,2
PUB-AE-BY-SOC,R0011,Placebo_n,INTEGER,4,11,1
PUB-AE-BY-SOC,R0011,Placebo_pct,PERCENTAGE,(4.7),11,2
PUB-AE-BY-SOC,R0011,Total_n,INTEGER,10,11,1
PUB-AE-BY-SOC,R0011,Total_pct,PERCENTAGE,(3.9),11,2
PUB-AE-BY-SOC,R0011,Xanomeline_High_Dose_n,INTEGER,4,11,1
PUB-AE-BY-SOC,R0011,Xanomeline_High_Dose_pct,PERCENTAGE,(4.8),11,2
PUB-AE-BY-SOC,R0011,Xanomeline_Low_Dose_n,INTEGER,2,11,1
PUB-AE-BY-SOC,R0011,Xanomeline_Low_Dose_pct,PERCENTAGE,(2.4),11,2
PUB-AE-BY-SOC,R0012,Placebo_n,INTEGER,0,12,1
PUB-AE-BY-SOC,R0012,Placebo_pct,PERCENTAGE,(0.0),12,2
PUB-AE-BY-SOC,R0012,Total_n,INTEGER,2,12,1
PUB-AE-BY-SOC,R0012,Total_pct,PERCENTAGE,(0.8),12,2
PUB-AE-BY-SOC,R0012,Xanomeline_High_Dose_n,INTEGER,0,12,1
PUB-AE-BY-SOC,R0012,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),12,2
PUB-AE-BY-SOC,R0012,Xanomeline_Low_Dose_n,INTEGER,2,12,1
PUB-AE-BY-SOC,R0012,Xanomeline_Low_Dose_pct,PERCENTAGE,(2.4),12,2
PUB-AE-BY-SOC,R0013,Placebo_n,INTEGER,1,13,1
PUB-AE-BY-SOC,R0013,Placebo_pct,PERCENTAGE,(1.2),13,2
PUB-AE-BY-SOC,R0013,Total_n,INTEGER,1,13,1
PUB-AE-BY-SOC,R0013,Total_pct,PERCENTAGE,(0.4),13,2
PUB-AE-BY-SOC,R0013,Xanomeline_High_Dose_n,INTEGER,0,13,1
PUB-AE-BY-SOC,R0013,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),13,2
PUB-AE-BY-SOC,R0013,Xanomeline_Low_Dose_n,INTEGER,0,13,1
PUB-AE-BY-SOC,R0013,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),13,2
PUB-AE-BY-SOC,R0014,Placebo_n,INTEGER,2,14,1
PUB-AE-BY-SOC,R0014,Placebo_pct,PERCENTAGE,(2.3),14,2
PUB-AE-BY-SOC,R0014,Total_n,INTEGER,17,14,1
PUB-AE-BY-SOC,R0014,Total_pct,PERCENTAGE,(6.7),14,2
PUB-AE-BY-SOC,R0014,Xanomeline_High_Dose_n,INTEGER,8,14,1
PUB-AE-BY-SOC,R0014,Xanomeline_High_Dose_pct,PERCENTAGE,(9.5),14,2
PUB-AE-BY-SOC,R0014,Xanomeline_Low_Dose_n,INTEGER,7,14,1
PUB-AE-BY-SOC,R0014,Xanomeline_Low_Dose_pct,PERCENTAGE,(8.3),14,2
PUB-AE-BY-SOC,R0015,Placebo_n,INTEGER,1,15,1
PUB-AE-BY-SOC,R0015,Placebo_pct,PERCENTAGE,(1.2),15,2
PUB-AE-BY-SOC,R0015,Total_n,INTEGER,3,15,1
PUB-AE-BY-SOC,R0015,Total_pct,PERCENTAGE,(1.2),15,2
PUB-AE-BY-SOC,R0015,Xanomeline_High_Dose_n,INTEGER,1,15,1
PUB-AE-BY-SOC,R0015,Xanomeline_High_Dose_pct,PERCENTAGE,(1.2),15,2
PUB-AE-BY-SOC,R0015,Xanomeline_Low_Dose_n,INTEGER,1,15,1
PUB-AE-BY-SOC,R0015,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),15,2
PUB-AE-BY-SOC,R0016,Placebo_n,INTEGER,0,16,1
PUB-AE-BY-SOC,R0016,Placebo_pct,PERCENTAGE,(0.0),16,2
PUB-AE-BY-SOC,R0016,Total_n,INTEGER,1,16,1
PUB-AE-BY-SOC,R0016,Total_pct,PERCENTAGE,(0.4),16,2
PUB-AE-BY-SOC,R0016,Xanomeline_High_Dose_n,INTEGER,0,16,1
PUB-AE-BY-SOC,R0016,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),16,2
PUB-AE-BY-SOC,R0016,Xanomeline_Low_Dose_n,INTEGER,1,16,1
PUB-AE-BY-SOC,R0016,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),16,2
PUB-AE-BY-SOC,R0017,Placebo_n,INTEGER,1,17,1
PUB-AE-BY-SOC,R0017,Placebo_pct,PERCENTAGE,(1.2),17,2
PUB-AE-BY-SOC,R0017,Total_n,INTEGER,1,17,1
PUB-AE-BY-SOC,R0017,Total_pct,PERCENTAGE,(0.4),17,2
PUB-AE-BY-SOC,R0017,Xanomeline_High_Dose_n,INTEGER,0,17,1
PUB-AE-BY-SOC,R0017,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),17,2
PUB-AE-BY-SOC,R0017,Xanomeline_Low_Dose_n,INTEGER,0,17,1
PUB-AE-BY-SOC,R0017,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),17,2
PUB-AE-BY-SOC,R0018,Placebo_n,INTEGER,0,18,1
PUB-AE-BY-SOC,R0018,Placebo_pct,PERCENTAGE,(0.0),18,2
PUB-AE-BY-SOC,R0018,Total_n,INTEGER,3,18,1
PUB-AE-BY-SOC,R0018,Total_pct,PERCENTAGE,(1.2),18,2
PUB-AE-BY-SOC,R0018,Xanomeline_High_Dose_n,INTEGER,1,18,1
PUB-AE-BY-SOC,R0018,Xanomeline_High_Dose_pct,PERCENTAGE,(1.2),18,2
PUB-AE-BY-SOC,R0018,Xanomeline_Low_Dose_n,INTEGER,2,18,1
PUB-AE-BY-SOC,R0018,Xanomeline_Low_Dose_pct,PERCENTAGE,(2.4),18,2
PUB-AE-BY-SOC,R0019,Placebo_n,INTEGER,1,19,1
PUB-AE-BY-SOC,R0019,Placebo_pct,PERCENTAGE,(1.2),19,2
PUB-AE-BY-SOC,R0019,Total_n,INTEGER,1,19,1
PUB-AE-BY-SOC,R0019,Total_pct,PERCENTAGE,(0.4),19,2
PUB-AE-BY-SOC,R0019,Xanomeline_High_Dose_n,INTEGER,0,19,1
PUB-AE-BY-SOC,R0019,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),19,2
PUB-AE-BY-SOC,R0019,Xanomeline_Low_Dose_n,INTEGER,0,19,1
PUB-AE-BY-SOC,R0019,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),19,2
PUB-AE-BY-SOC,R0020,Placebo_n,INTEGER,0,20,1
PUB-AE-BY-SOC,R0020,Placebo_pct,PERCENTAGE,(0.0),20,2
PUB-AE-BY-SOC,R0020,Total_n,INTEGER,1,20,1
PUB-AE-BY-SOC,R0020,Total_pct,PERCENTAGE,(0.4),20,2
PUB-AE-BY-SOC,R0020,Xanomeline_High_Dose_n,INTEGER,0,20,1
PUB-AE-BY-SOC,R0020,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),20,2
PUB-AE-BY-SOC,R0020,Xanomeline_Low_Dose_n,INTEGER,1,20,1
PUB-AE-BY-SOC,R0020,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),20,2
PUB-AE-BY-SOC,R0021,Placebo_n,INTEGER,0,21,1
PUB-AE-BY-SOC,R0021,Placebo_pct,PERCENTAGE,(0.0),21,2
PUB-AE-BY-SOC,R0021,Total_n,INTEGER,3,21,1
PUB-AE-BY-SOC,R0021,Total_pct,PERCENTAGE,(1.2),21,2
PUB-AE-BY-SOC,R0021,Xanomeline_High_Dose_n,INTEGER,2,21,1
PUB-AE-BY-SOC,R0021,Xanomeline_High_Dose_pct,PERCENTAGE,(2.4),21,2
PUB-AE-BY-SOC,R0021,Xanomeline_Low_Dose_n,INTEGER,1,21,1
PUB-AE-BY-SOC,R0021,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),21,2
PUB-AE-BY-SOC,R0022,Placebo_n,INTEGER,0,22,1
PUB-AE-BY-SOC,R0022,Placebo_pct,PERCENTAGE,(0.0),22,2
PUB-AE-BY-SOC,R0022,Total_n,INTEGER,1,22,1
PUB-AE-BY-SOC,R0022,Total_pct,PERCENTAGE,(0.4),22,2
PUB-AE-BY-SOC,R0022,Xanomeline_High_Dose_n,INTEGER,0,22,1
PUB-AE-BY-SOC,R0022,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),22,2
PUB-AE-BY-SOC,R0022,Xanomeline_Low_Dose_n,INTEGER,1,22,1
PUB-AE-BY-SOC,R0022,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),22,2
PUB-AE-BY-SOC,R0023,Placebo_n,INTEGER,1,23,1
PUB-AE-BY-SOC,R0023,Placebo_pct,PERCENTAGE,(1.2),23,2
PUB-AE-BY-SOC,R0023,Total_n,INTEGER,1,23,1
PUB-AE-BY-SOC,R0023,Total_pct,PERCENTAGE,(0.4),23,2
PUB-AE-BY-SOC,R0023,Xanomeline_High_Dose_n,INTEGER,0,23,1
PUB-AE-BY-SOC,R0023,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),23,2
PUB-AE-BY-SOC,R0023,Xanomeline_Low_Dose_n,INTEGER,0,23,1
PUB-AE-BY-SOC,R0023,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),23,2
PUB-AE-BY-SOC,R0024,Placebo_n,INTEGER,0,24,1
PUB-AE-BY-SOC,R0024,Placebo_pct,PERCENTAGE,(0.0),24,2
PUB-AE-BY-SOC,R0024,Total_n,INTEGER,2,24,1
PUB-AE-BY-SOC,R0024,Total_pct,PERCENTAGE,(0.8),24,2
PUB-AE-BY-SOC,R0024,Xanomeline_High_Dose_n,INTEGER,1,24,1
PUB-AE-BY-SOC,R0024,Xanomeline_High_Dose_pct,PERCENTAGE,(1.2),24,2
PUB-AE-BY-SOC,R0024,Xanomeline_Low_Dose_n,INTEGER,1,24,1
PUB-AE-BY-SOC,R0024,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),24,2
PUB-AE-BY-SOC,R0025,Placebo_n,INTEGER,0,25,1
PUB-AE-BY-SOC,R0025,Placebo_pct,PERCENTAGE,(0.0),25,2
PUB-AE-BY-SOC,R0025,Total_n,INTEGER,1,25,1
PUB-AE-BY-SOC,R0025,Total_pct,PERCENTAGE,(0.4),25,2
PUB-AE-BY-SOC,R0025,Xanomeline_High_Dose_n,INTEGER,0,25,1
PUB-AE-BY-SOC,R0025,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),25,2
PUB-AE-BY-SOC,R0025,Xanomeline_Low_Dose_n,INTEGER,1,25,1
PUB-AE-BY-SOC,R0025,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),25,2
PUB-AE-BY-SOC,R0026,Placebo_n,INTEGER,1,26,1
PUB-AE-BY-SOC,R0026,Placebo_pct,PERCENTAGE,(1.2),26,2
PUB-AE-BY-SOC,R0026,Total_n,INTEGER,1,26,1
PUB-AE-BY-SOC,R0026,Total_pct,PERCENTAGE,(0.4),26,2
PUB-AE-BY-SOC,R0026,Xanomeline_High_Dose_n,INTEGER,0,26,1
PUB-AE-BY-SOC,R0026,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),26,2
PUB-AE-BY-SOC,R0026,Xanomeline_Low_Dose_n,INTEGER,0,26,1
PUB-AE-BY-SOC,R0026,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),26,2
PUB-AE-BY-SOC,R0027,Placebo_n,INTEGER,1,27,1
PUB-AE-BY-SOC,R0027,Placebo_pct,PERCENTAGE,(1.2),27,2
PUB-AE-BY-SOC,R0027,Total_n,INTEGER,1,27,1
PUB-AE-BY-SOC,R0027,Total_pct,PERCENTAGE,(0.4),27,2
PUB-AE-BY-SOC,R0027,Xanomeline_High_Dose_n,INTEGER,0,27,1
PUB-AE-BY-SOC,R0027,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),27,2
PUB-AE-BY-SOC,R0027,Xanomeline_Low_Dose_n,INTEGER,0,27,1
PUB-AE-BY-SOC,R0027,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),27,2
PUB-AE-BY-SOC,R0028,Placebo_n,INTEGER,1,28,1
PUB-AE-BY-SOC,R0028,Placebo_pct,PERCENTAGE,(1.2),28,2
PUB-AE-BY-SOC,R0028,Total_n,INTEGER,1,28,1
PUB-AE-BY-SOC,R0028,Total_pct,PERCENTAGE,(0.4),28,2
PUB-AE-BY-SOC,R0028,Xanomeline_High_Dose_n,INTEGER,0,28,1
PUB-AE-BY-SOC,R0028,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),28,2
PUB-AE-BY-SOC,R0028,Xanomeline_Low_Dose_n,INTEGER,0,28,1
PUB-AE-BY-SOC,R0028,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),28,2
PUB-AE-BY-SOC,R0029,Placebo_n,INTEGER,1,29,1
PUB-AE-BY-SOC,R0029,Placebo_pct,PERCENTAGE,(1.2),29,2
PUB-AE-BY-SOC,R0029,Total_n,INTEGER,1,29,1
PUB-AE-BY-SOC,R0029,Total_pct,PERCENTAGE,(0.4),29,2
PUB-AE-BY-SOC,R0029,Xanomeline_High_Dose_n,INTEGER,0,29,1
PUB-AE-BY-SOC,R0029,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),29,2
PUB-AE-BY-SOC,R0029,Xanomeline_Low_Dose_n,INTEGER,0,29,1
PUB-AE-BY-SOC,R0029,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),29,2
PUB-AE-BY-SOC,R0030,Placebo_n,INTEGER,0,30,1
PUB-AE-BY-SOC,R0030,Placebo_pct,PERCENTAGE,(0.0),30,2
PUB-AE-BY-SOC,R0030,Total_n,INTEGER,2,30,1
PUB-AE-BY-SOC,R0030,Total_pct,PERCENTAGE,(0.8),30,2
PUB-AE-BY-SOC,R0030,Xanomeline_High_Dose_n,INTEGER,1,30,1
PUB-AE-BY-SOC,R0030,Xanomeline_High_Dose_pct,PERCENTAGE,(1.2),30,2
PUB-AE-BY-SOC,R0030,Xanomeline_Low_Dose_n,INTEGER,1,30,1
PUB-AE-BY-SOC,R0030,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),30,2
PUB-AE-BY-SOC,R0031,Placebo_n,INTEGER,0,31,1
PUB-AE-BY-SOC,R0031,Placebo_pct,PERCENTAGE,(0.0),31,2
PUB-AE-BY-SOC,R0031,Total_n,INTEGER,1,31,1
PUB-AE-BY-SOC,R0031,Total_pct,PERCENTAGE,(0.4),31,2
PUB-AE-BY-SOC,R0031,Xanomeline_High_Dose_n,INTEGER,1,31,1
PUB-AE-BY-SOC,R0031,Xanomeline_High_Dose_pct,PERCENTAGE,(1.2),31,2
PUB-AE-BY-SOC,R0031,Xanomeline_Low_Dose_n,INTEGER,0,31,1
PUB-AE-BY-SOC,R0031,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),31,2
PUB-AE-BY-SOC,R0032,Placebo_n,INTEGER,1,32,1
PUB-AE-BY-SOC,R0032,Placebo_pct,PERCENTAGE,(1.2),32,2
PUB-AE-BY-SOC,R0032,Total_n,INTEGER,5,32,1
PUB-AE-BY-SOC,R0032,Total_pct,PERCENTAGE,(2.0),32,2
PUB-AE-BY-SOC,R0032,Xanomeline_High_Dose_n,INTEGER,1,32,1
PUB-AE-BY-SOC,R0032,Xanomeline_High_Dose_pct,PERCENTAGE,(1.2),32,2
PUB-AE-BY-SOC,R0032,Xanomeline_Low_Dose_n,INTEGER,3,32,1
PUB-AE-BY-SOC,R0032,Xanomeline_Low_Dose_pct,PERCENTAGE,(3.6),32,2
PUB-AE-BY-SOC,R0033,Placebo_n,INTEGER,1,33,1
PUB-AE-BY-SOC,R0033,Placebo_pct,PERCENTAGE,(1.2),33,2
PUB-AE-BY-SOC,R0033,Total_n,INTEGER,1,33,1
PUB-AE-BY-SOC,R0033,Total_pct,PERCENTAGE,(0.4),33,2
PUB-AE-BY-SOC,R0033,Xanomeline_High_Dose_n,INTEGER,0,33,1
PUB-AE-BY-SOC,R0033,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),33,2
PUB-AE-BY-SOC,R0033,Xanomeline_Low_Dose_n,INTEGER,0,33,1
PUB-AE-BY-SOC,R0033,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),33,2
PUB-AE-BY-SOC,R0034,Placebo_n,INTEGER,9,34,1
PUB-AE-BY-SOC,R0034,Placebo_pct,PERCENTAGE,(10.5),34,2
PUB-AE-BY-SOC,R0034,Total_n,INTEGER,17,34,1
PUB-AE-BY-SOC,R0034,Total_pct,PERCENTAGE,(6.7),34,2
PUB-AE-BY-SOC,R0034,Xanomeline_High_Dose_n,INTEGER,4,34,1
PUB-AE-BY-SOC,R0034,Xanomeline_High_Dose_pct,PERCENTAGE,(4.8),34,2
PUB-AE-BY-SOC,R0034,Xanomeline_Low_Dose_n,INTEGER,4,34,1
PUB-AE-BY-SOC,R0034,Xanomeline_Low_Dose_pct,PERCENTAGE,(4.8),34,2
PUB-AE-BY-SOC,R0035,Placebo_n,INTEGER,1,35,1
PUB-AE-BY-SOC,R0035,Placebo_pct,PERCENTAGE,(1.2),35,2
PUB-AE-BY-SOC,R0035,Total_n,INTEGER,2,35,1
PUB-AE-BY-SOC,R0035,Total_pct,PERCENTAGE,(0.8),35,2
PUB-AE-BY-SOC,R0035,Xanomeline_High_Dose_n,INTEGER,0,35,1
PUB-AE-BY-SOC,R0035,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),35,2
PUB-AE-BY-SOC,R0035,Xanomeline_Low_Dose_n,INTEGER,1,35,1
PUB-AE-BY-SOC,R0035,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),35,2
PUB-AE-BY-SOC,R0036,Placebo_n,INTEGER,0,36,1
PUB-AE-BY-SOC,R0036,Placebo_pct,PERCENTAGE,(0.0),36,2
PUB-AE-BY-SOC,R0036,Total_n,INTEGER,1,36,1
PUB-AE-BY-SOC,R0036,Total_pct,PERCENTAGE,(0.4),36,2
PUB-AE-BY-SOC,R0036,Xanomeline_High_Dose_n,INTEGER,0,36,1
PUB-AE-BY-SOC,R0036,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),36,2
PUB-AE-BY-SOC,R0036,Xanomeline_Low_Dose_n,INTEGER,1,36,1
PUB-AE-BY-SOC,R0036,Xanomeline_Low_Dose_pct,PERCENTAGE,(1.2),36,2
PUB-AE-BY-SOC,R0037,Placebo_n,INTEGER,1,37,1
PUB-AE-BY-SOC,R0037,Placebo_pct,PERCENTAGE,(1.2),37,2
PUB-AE-BY-SOC,R0037,Total_n,INTEGER,1,37,1
PUB-AE-BY-SOC,R0037,Total_pct,PERCENTAGE,(0.4),37,2
PUB-AE-BY-SOC,R0037,Xanomeline_High_Dose_n,INTEGER,0,37,1
PUB-AE-BY-SOC,R0037,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),37,2
PUB-AE-BY-SOC,R0037,Xanomeline_Low_Dose_n,INTEGER,0,37,1
PUB-AE-BY-SOC,R0037,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),37,2
PUB-AE-BY-SOC,R0038,Placebo_n,INTEGER,0,38,1
PUB-AE-BY-SOC,R0038,Placebo_pct,PERCENTAGE,(0.0),38,2
PUB-AE-BY-SOC,R0038,Total_n,INTEGER,1,38,1
PUB-AE-BY-SOC,R0038,Total_pct,PERCENTAGE,(0.4),38,2
PUB-AE-BY-SOC,R0038,Xanomeline_High_Dose_n,INTEGER,1,38,1
PUB-AE-BY-SOC,R0038,Xanomeline_High_Dose_pct,PERCENTAGE,(1.2),38,2
PUB-AE-BY-SOC,R0038,Xanomeline_Low_Dose_n,INTEGER,0,38,1
PUB-AE-BY-SOC,R0038,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),38,2
PUB-AE-BY-SOC,R0039,Placebo_n,INTEGER,1,39,1
PUB-AE-BY-SOC,R0039,Placebo_pct,PERCENTAGE,(1.2),39,2
PUB-AE-BY-SOC,R0039,Total_n,INTEGER,1,39,1
PUB-AE-BY-SOC,R0039,Total_pct,PERCENTAGE,(0.4),39,2
PUB-AE-BY-SOC,R0039,Xanomeline_High_Dose_n,INTEGER,0,39,1
PUB-AE-BY-SOC,R0039,Xanomeline_High_Dose_pct,PERCENTAGE,(0.0),39,2
PUB-AE-BY-SOC,R0039,Xanomeline_Low_Dose_n,INTEGER,0,39,1
PUB-AE-BY-SOC,R0039,Xanomeline_Low_Dose_pct,PERCENTAGE,(0.0),39,2
PUB-AE-BY-SOC,R0040,Placebo_n,INTEGER,1,40,1
PUB-AE-BY-SOC,R0040,Placebo_pct,PERCENTAGE,(1.2),40,2
PUB-AE-BY-SOC,R0040,Total_n,INTEGER,1,40,1
